table_name	field_name	var_name	field_type	field_display	var_desc	blank_pct
rmp_accident	injuries_workers	Workers Injured	int(11)		The number of workers (employees and contract employees) injured on-site due to the accident.	52.500224436664
rmp_accident	injuries_respond	Responders Injured	int(11)		The number of responders (e.g. fire department personnel) injured due to the accident.	99.129185743783
rmp_accident	injuries_public	Public Injured (on-site)	int(11)		The number of the general public (e.g. visitors) injured on-site due to the accident.	99.003501211958
rmp_accident	onsite_damage	Property Damage (on-site)	bigint(20)	dollars	The amount of property damage on-site, in dollars, due to the accident.	77.206212406859
rmp_accident	offsite_deaths	Off-site Deaths	int(11)		The number of people killed off-site due to the accident.	99.910225334411
rmp_accident	offsite_hosp	Hospitalizations	int(11)		The number of off-site people who needed to be hospitalized because of the accident.	97.001526169315
rmp_accident	offsite_medical	Number Requiring Medical Treatment	int(11)		The number of off-site people who required medical treatment other than hospitalization due to the accident.	93.41053954574
rmp_accident	offsite_evacuated	Number Evacuated	int(11)		The number of off-site people who needed to be evacuated due to the accident.	90.905826375797
rmp_accident	offsite_shelter	Number Sheltered In Place	int(11)		The number of off-site people who needed to shelter in place due to the accident.	93.554179010683
rmp_accident	offsite_damage	Property damage (off-site)	int(11)	dollars	The amount of property damage off-site, in dollars, due to the accident.	96.821976838136
rmp_accident	ed_kills	Environmental Damage - Fish/Animal Kills	char(1)	yn	Indicates whether fish or animal kills occured as a result of the accident.	0
rmp_accident	ed_defoliation	Environmental Damage - Defoliation	char(1)	yn	Indicates whether defoliation occured as a result of the accident.	0
rmp_accident	ed_watercontam	Environmental Damage - Water Contamination	char(1)	yn	Indicates whether water contamination occured as a result of the accident.	0
rmp_accident	ed_soilcontam	Environmental Damage - Soil Contamination	char(1)	yn	Indicates whether soil contamination occured as a result of the accident.	0
rmp_accident	ed_other	Environmental Damage - Other	varchar(200)		Describes other environmental damage that occured as a result of the accident.	92.431995690816
rmp_accident	initiating_event	Initiating Event	char(1)	code:n:long:rmp_events_cd:events:events_tr	The type of event that initiated the accident.	0.035909866235748
rmp_accident	cf_equipmentfail	Contributing Factor - Equipment Failure	char(1)	yn	Indicates whether equipment failure was a contributing factor in the accident.	0
rmp_accident	cf_humanerror	Contributing Factor - Human Error	char(1)	yn	Indicates whether human error was a contributing factor in the accident.	0
rmp_accident	cf_impprocedure	Contributing Factor - Improper Procedure	char(1)	yn	Indicates whether improper procedure was a contributing factor in the accident.	0
rmp_accident	cf_overpressure	Contributing Factor - Overpressurization	char(1)	yn	Indicates whether overpressurization was a contributing factor in the accident.	0
rmp_accident	cf_upsetcondition	Contributing Factor - Upset Condition	char(1)	yn	Indicates whether an upset condition was a contributing factor in the accident.	0
rmp_accident	cf_bypasscond	Contributing Factor - By-pass Condition	char(1)	yn	Indicates whether a by-pass condition was a contributing factor in the accident.	0
rmp_accident	cf_maintenance	Contributing Factor - Maintenance	char(1)	yn	Indicates whether maintenance activity or inactivity was a contributing factor in the accident.	0
rmp_accident	cf_processdesign	Contributing Factor - Process Design	char(1)	yn	Indicates whether process design was a contributing factor in the accident.	0
rmp_accident	cf_unsuitequip	Contributing Factor - Unsuitable Equipment	char(1)	yn	Indicates whether unsuitable equipment was a contributing factor in the accident.	0
rmp_accident	cf_unusualweather	Contributing Factor - Unusual Weather	char(1)	yn	Indicates whether unusual weather was a contributing factor in the accident.	0
rmp_accident	cf_management	Contributing Factor - Management Error	char(1)	yn	Indicates whether management error was a contributing factor in the accident.	0
rmp_accident	cf_other	Contributing Factor - Other	varchar(200)		Describes another contributing factor in the accident.	85.465481641081
rmp_accident	offsite_notify	Off-site Responders Notified	varchar(25)		Indicates whether response agencies were notified.	0.2423915970913
rmp_accident	ci_improveequip	Changes Introduced - Improved Equipment	char(1)	yn	Indicates whether improved or upgraded equipment changes were introduced to prevent recurrance of the accident.	0
rmp_accident	ci_revisedmaint	Changes Introduced - Revised Maintenance	char(1)	yn	Indicates whether maintenance procedure changes were introduced to prevent recurrance of the accident.	0
rmp_accident	ci_revisedtrain	Changes Introduced - Revised Training	char(1)	yn	Indicates whether revised training changes were introduced to prevent recurrance of the accident.	0
rmp_accident	ci_opprocedures	Changes Introduced - Operating Procedures	char(1)	yn	Indicates whether operating procedure changes were introduced to prevent recurrance of the accident.	0
rmp_accident	ci_processcontrol	Changes Introduced - Process Control	char(1)	yn	Indicates whether new process control changes were introduced to prevent recurrance of the accident.	0
rmp_accident	ci_mitigationsys	Changes Introduced - Mitigation Systems	char(1)	yn	Indicates whether new mitigation system changes were introduced to prevent recurrance of the accident.	0
rmp_accident	ci_responseplan	Changes Introduced - Response Plan	char(1)	yn	Indicates whether response plan changes were introduced to prevent recurrance of the accident.	0
rmp_accident	ci_changedprocess	Changes Introduced - Changed Process	char(1)	yn	Indicates whether process changes were introduced to prevent recurrance of the accident.	0
rmp_accident	ci_reducedinv	Changes Introduced - Reduced Inventory	char(1)	yn	Indicates whether inventory was reduced to prevent recurrance of the accident.	0
rmp_accident	ci_none	Changes Introduced - None	char(1)	yn	Indicates whether no changes were introduced to prevent recurrance of the accident.	0
rmp_accident	ci_other	Changes Introduced - Other	varchar(200)		Describes another change introduced to prevent recurrance of the accident.	78.974773318969
rmp_accident	cbi_flag	Confidential Business Information	char(1)	yn	Indicates whether this record contained Confidential Business Information (CBI) which has been erased by EPA from the public version of the data.	0
rmp_accident	num_acc_chem	Number of Chemicals	int(11)		The number of chemicals listed for this accident record.	0.080797199030434
rmp_accident	flam_tot	Flammable Amount Total (lbs)	double		The total amount of flammable chemicals listed as released in this accident.	81.856540084388
rmp_accident	toxic_tot	Toxic Amount Total (lbs)	double		The total amount of toxic chemicals listed as released in this accident.	15.997845408026
rmp_accident	quantity_tot	Released Amount Total (lbs)	double		The total amount of both toxic and flammable chemicals listed as released in this accident.	0.51171559385941
rmp_accident	num_deaths	Number of Deaths	int(11)		The total number of people killed as a result of this accident.	98.231439087889
rmp_accident	num_injuries	Number of Injuries	int(11)		The total number of people injured or hospitalized as a result of this accident.	47.831941826017
rmp_accident	num_evacuated	Number Evacuated / Sheltered	int(11)		The total number of people evacuated or sheltered in place as a result of this accident.	85.923332435587
rmp_accident	property_damage	Total Property Damage	bigint(20)	dollars	The total on-site and off-site property damage due to the accident, in dollars.	76.155848819463
rmp_accident	env_damage	Environmental Damage	char(1)	yn	Indicates whether any one of a number of forms of environmental damage were caused by the accident.	0
rmp_acc_chem	accchem_id	Accident Chemical Record ID	int(11)	id	A unique ID for each accident chemical record.	0
rmp_acc_chem	accident_id	Accident ID	int(11)	id	The unique ID for each accident record.	0
rmp_acc_chem	chemical_id	Chemical ID	int(11)	code:n:long:rmp_chem_cd:chemical_id:chemical_name	The identifying ID for a particular chemical released in an accident.	0
rmp_acc_chem	quantity_lbs	Amount Released (lbs)	double		The amount of the substance released in the accident, in pounds, to two significant digits.	0.38904450669157
rmp_acc_chem	percent_weight	Percent Weight (Within Mixture)	float		The percent weight of a chemical within a mixture released in an accident.	36.437908496732
rmp_acc_chem	num_acc_flam	Number of Flammable Components	int(11)		The number of listed flammable component chemicals for this chemical record.	94.57671957672
rmp_acc_chem	cas	CAS number	char(9)		The identifying CAS number for a chemical.	0
rmp_acc_chem	chemical_type	Chemical Type	char(1)	code:n:short:rmp_chemtype	The type of chemical (T=toxic, F=flammable).	0
rmp_acc_flam	flammixchem_id	Flammable Chemical ID	int(11)	id	A unique ID for each flammable chemical record.	0
rmp_acc_flam	accchem_id	Accident Chemical Record ID	int(11)	id	A unique ID for each accident chemical record.	0
rmp_acc_flam	chemical_id	Chemical ID	int(11)	code:n:long:rmp_chem_cd:chemical_id:chemical_name	The identifying ID for a particular flammable chemical released in an accident.	0
rmp_alt_flam	flammable_id	Flammable Scenario ID	int(11)	id	A unique ID for each alternate case flammable scenario record.	0
rmp_alt_flam	procchem_id	Process Chemical Record ID	int(11)	id	A unique identifier for each process chemical record.	0
rmp_alt_flam	analytical_basis	Model Used	varchar(255)		The model used, or analytical basis, for the release scenario.	0
rmp_alt_flam	scenario	Release Scenario	varchar(200)		Indicates gas release or liquid spill. (data not released to public by EPA)	100
rmp_alt_flam	quantity_lbs	Amount Released (lbs)	double		The amount released in the scenario, in lbs. (data not released to public by EPA)	100
rmp_alt_flam	endpoint_used	Endpoint Used	varchar(30)		The endpoint used for vapor cloud explosions or fires. (data not released to public by EPA)	100
rmp_alt_flam	lfl_value	LFL Value	float		The lower flammability limit (LFL) value used.  (data not released to public by EPA)	100
rmp_alt_flam	endpoint_distance	Endpoint Distance (miles)	float		The furthest distance that the release would reach from the facility, in miles. (data not released to public by EPA)	100
rmp_alt_flam	population	Population	varchar(9)		The population living within the endpoint distance used as a radius. (data not released to public by EPA)	100
rmp_alt_flam	pr_schools	Public Receptors - Schools	char(1)	yn	Indicates whether schools are present within the modelled endpoint distance radius. (data not released to public by EPA)	0
rmp_alt_flam	pr_residences	Public Receptors - Residences	char(1)	yn	Indicates whether residences are present within the modelled endpoint distance radius. (data not released to public by EPA)	0
rmp_alt_flam	pr_hospitals	Public Receptors - Hospitals	char(1)	yn	Indicates whether hospitals are present within the modelled endpoint distance radius. (data not released to public by EPA)	0
rmp_alt_flam	pr_prisons	Public Receptors - Prisons	char(1)	yn	Indicates whether prisons are present within the modelled endpoint distance radius. (data not released to public by EPA)	0
rmp_alt_flam	pr_public_rec	Public Receptors - Recreation Areas	char(1)	yn	Indicates whether recreation areas are present within the modelled endpoint distance radius. (data not released to public by EPA)	0
rmp_alt_flam	pr_comm_ind	Public Receptors - Commercial	char(1)	yn	Indicates whether commercial, office, or industrial areas are present within the modelled endpoint distance radius. (data not released to public by EPA)	0
rmp_alt_flam	pr_othertype	Public Receptors - Other	varchar(200)		Description of other public receptors present within the modelled endpoint distance radius. (data not released to public by EPA)	100
rmp_alt_flam	er_natlstateparks	Environmental Receptors - Parks	char(1)	yn	Indicates whether national or state parks are present within the modelled endpoint distance radius. (data not released to public by EPA)	0
rmp_alt_flam	er_wildlifesanct	Environmental Receptors - Wildlife	char(1)	yn	Indicates whether wildlife sanctuaries or preserves are present within the modelled endpoint distance radius. (data not released to public by EPA)	0
rmp_alt_flam	er_fedwilderness	Environmental Receptors - Wilderness	char(1)	yn	Indicates whether Federally designated wilderness areas are present within the modelled endpoint distance radius. (data not released to public by EPA)	0
rmp_alt_flam	er_othertype	Environmental Receptors - Other	varchar(200)		Description of other environmental receptors present within the modelled endpoint distance radius. (data not released to public by EPA)	100
rmp_alt_flam	pm_dikes	Passive Mitigation - Dikes	char(1)	yn	Indicates whether dikes as a passive mitigation measure were considered in estimating the release quantity or rate for the scenario.	0
rmp_alt_flam	pm_firewalls	Passive Mitigation - Fire Walls	char(1)	yn	Indicates whether fire walls as a passive mitigation measure were considered in estimating the release quantity or rate for the scenario.	0
rmp_alt_flam	pm_blastwalls	Passive Mitigation - Blast Walls	char(1)	yn	Indicates whether blast walls as a passive mitigation measure were considered in estimating the release quantity or rate for the scenario.	0
rmp_alt_flam	pm_enclosures	Passive Mitigation - Enclosures	char(1)	yn	Indicates whether enclosures as a passive mitigation measure were considered in estimating the release quantity or rate for the scenario.	0
rmp_alt_flam	pm_othertype	Passive Mitigation - Other	varchar(200)		Description of another passive mitigation measure considered in estimating the release quantity or rate for the scenario.	93.195463642428
rmp_alt_flam	am_sprinklers	Active Mitigation - Sprinklers	char(1)	yn	Indicates whether sprinklers were considered as active mitigation methods that affected the release quantity or rate in the scenario.	0
rmp_alt_flam	am_delugesystems	Active Mitigation - Deluge Systems	char(1)	yn	Indicates whether deluge systems were considered as active mitigation methods that affected the release quantity or rate in the scenario.	0
rmp_alt_flam	am_watercurtain	Active Mitigation - Water Curtain	char(1)	yn	Indicates whether a water curtain was considered as an active mitigation method that affected the release quantity or rate in the scenario.	0
rmp_alt_flam	am_excessflowvalve	Active Mitigation - Excess Flow Valves	char(1)	yn	Indicates whether excess flow valves were considered as active mitigation methods that affected the release quantity or rate in the scenario.	0
rmp_alt_flam	am_othertype	Active Mitigation - Other	varchar(200)		Description of another method considered as an active mitigation method that affected the release quantity or rate in the scenario.	73.21177081017
rmp_alt_flam	ptrgraphic	Graphics File	varchar(12)		Graphics file name included with submission. (data not released to public by EPA)	100
rmp_alt_flam	cbi_flag	Confidential Business Information	char(1)	yn	Indicates whether this record contained Confidential Business Information (CBI) which has been erased by EPA from the public version of the data.	0
rmp_alt_tox	toxic_id	Toxic Scenario ID	int(11)	id	A unique ID for each alternate case toxics release scenario record.	0
rmp_alt_tox	procchem_id	Process Chemical Record ID	int(11)	id	A unique identifier for each process chemical record.	0
rmp_alt_tox	percent_weight	Percent Weight (Within Mixture)	float		If the scenario involves the release of a mixture containing a regulated substance, the percentage weight of the regulated substance in the mixture.	64.008586420735
rmp_alt_tox	physical_state	Physical State	char(1)	code:n:long:rmp_phys_cd:phys:phys_tr	The physical state (gas, liquid, etc.) of the chemical in the modelled vessel.	0.017036549076619
rmp_alt_tox	analytical_basis	Model Used	varchar(255)		The model used, or analytical basis, for the release scenario.	0.0079503895690889
rmp_alt_tox	scenario	Release Scenario	varchar(200)		Indicates gas release or liquid spill. (data not released to public by EPA)	100
rmp_alt_tox	quantity_lbs	Amount Released (lbs)	double		The amount released in the scenario, in lbs. (data not released to public by EPA)	100
rmp_alt_tox	release_duration	Release Duration (HHHMM)	float		Approximate duration of accidental release in hours and minutes (HHHMM) (data not released to public by EPA)	100
rmp_alt_tox	release_rate	Release Rate (lbs/minute)	float		The rate in lbs/minute at which the modelled release takes place. (data not released to public by EPA)	100
rmp_alt_tox	wind_speed	Wind Speed	float		Wind speed at the time of the accident.	0.014765009199737
rmp_alt_tox	stability_class	Atmospheric Stability Class	char(1)		The atmospheric stability class at the time of the accident.	0.014765009199737
rmp_alt_tox	topography	Topography	char(1)	code:n:short:rmp_topo	Indicates whether the topography surrounding the facility is urban or rural.	0.0056788496922063
rmp_alt_tox	endpoint_distance	Endpoint Distance (miles)	float		The furthest distance that the release would reach from the facility, in miles. (data not released to public by EPA)	100
rmp_alt_tox	population	Population	varchar(9)		The population living within the endpoint distance used as a radius. (data not released to public by EPA)	100
rmp_alt_tox	pr_schools	Public Receptors - Schools	char(1)	yn	Indicates whether schools are present within the modelled endpoint distance radius. (data not released to public by EPA)	0
rmp_alt_tox	pr_residences	Public Receptors - Residences	char(1)	yn	Indicates whether residences are present within the modelled endpoint distance radius. (data not released to public by EPA)	0
rmp_alt_tox	pr_hospitals	Public Receptors - Hospitals	char(1)	yn	Indicates whether hospitals are present within the modelled endpoint distance radius. (data not released to public by EPA)	0
rmp_alt_tox	pr_prisons	Public Receptors - Prisons	char(1)	yn	Indicates whether prisons are present within the modelled endpoint distance radius. (data not released to public by EPA)	0
rmp_alt_tox	pr_public_rec	Public Receptors - Recreation Areas	char(1)	yn	Indicates whether recreation areas are present within the modelled endpoint distance radius. (data not released to public by EPA)	0
rmp_alt_tox	pr_comm_ind	Public Receptors - Commercial	char(1)	yn	Indicates whether commercial, office, or industrial areas are present within the modelled endpoint distance radius. (data not released to public by EPA)	0
rmp_alt_tox	pr_othertype	Public Receptors - Other	varchar(200)		Description of other public receptors present within the modelled endpoint distance radius. (data not released to public by EPA)	100
rmp_alt_tox	er_natlstateparks	Environmental Receptors - Parks	char(1)	yn	Indicates whether national or state parks are present within the modelled endpoint distance radius. (data not released to public by EPA)	0
rmp_alt_tox	er_wildlifesanct	Environmental Receptors - Wildlife	char(1)	yn	Indicates whether wildlife sanctuaries or preserves are present within the modelled endpoint distance radius. (data not released to public by EPA)	0
rmp_alt_tox	er_fedwilderness	Environmental Receptors - Wilderness	char(1)	yn	Indicates whether Federally designated wilderness areas are present within the modelled endpoint distance radius. (data not released to public by EPA)	0
rmp_alt_tox	er_othertype	Environmental Receptors - Other	varchar(200)		Description of other environmental receptors present within the modelled endpoint distance radius. (data not released to public by EPA)	100
rmp_alt_tox	pm_dikes	Passive Mitigation - Dikes	char(1)	yn	Indicates whether dikes as a passive mitigation measure were considered in estimating the release quantity or rate for the scenario.	0
rmp_alt_tox	pm_enclosures	Passive Mitigation - Enclosures	char(1)	yn	Indicates whether enclosures as a passive mitigation measure were considered in estimating the release quantity or rate for the scenario.	0
rmp_alt_tox	pm_berms	Passive Mitigation - Berms	char(1)	yn	Indicates whether berms as a passive mitigation measure were considered in estimating the release quantity or rate for the scenario.	0
rmp_alt_tox	pm_drains	Passive Mitigation - Drains	char(1)	yn	Indicates whether drains as a passive mitigation measure were considered in estimating the release quantity or rate for the scenario.	0
rmp_alt_tox	pm_sumps	Passive Mitigation - Sumps	char(1)	yn	Indicates whether sumps as a passive mitigation measure were considered in estimating the release quantity or rate for the scenario.	0
rmp_alt_tox	pm_othertype	Passive Mitigation - Other	varchar(200)		Description of another passive mitigation measure considered in estimating the release quantity or rate for the scenario.	94.132612498012
rmp_alt_tox	am_sprinklers	Active Mitigation - Sprinklers	char(1)	yn	Indicates whether sprinklers were considered as active mitigation methods that affected the release quantity or rate in the scenario.	0
rmp_alt_tox	am_delugesystems	Active Mitigation - Deluge Systems	char(1)	yn	Indicates whether deluge systems were considered as active mitigation methods that affected the release quantity or rate in the scenario.	0
rmp_alt_tox	am_watercurtain	Active Mitigation - Water Curtain	char(1)	yn	Indicates whether a water curtain was considered as an active mitigation method that affected the release quantity or rate in the scenario.	0
rmp_alt_tox	am_neutralization	Active Mitigation - Neutralization	char(1)	yn	Indicates whether neutralization was considered as an active mitigation method that affected the release quantity or rate in the scenario.	0
rmp_alt_tox	am_excessflowvalve	Active Mitigation - Excess Flow Valves	char(1)	yn	Indicates whether excess flow valves were considered as active mitigation methods that affected the release quantity or rate in the scenario.	0
rmp_alt_tox	am_flares	Active Mitigation - Flares	char(1)	yn	Indicates whether flares were considered as active mitigation methods that affected the release quantity or rate in the scenario.	0
rmp_alt_tox	am_scrubbers	Active Mitigation - Scrubbers	char(1)	yn	Indicates whether scrubbers were considered as active mitigation methods that affected the release quantity or rate in the scenario.	0
rmp_alt_tox	am_emerg_shutdown	Active Mitigation - Emergency Shutdown	char(1)	yn	Indicates whether an emergency shutdown was considered as an active mitigation method that affected the release quantity or rate in the scenario.	0
rmp_alt_tox	am_othertype	Active Mitigation - Other	varchar(200)		Description of another method considered as an active mitigation method that affected the release quantity or rate in the scenario.	78.725893283057
rmp_alt_tox	ptrgraphic	Graphics File	varchar(12)		Graphics file name included with submission. (data not released to public by EPA)	100
rmp_alt_tox	cbi_flag	Confidential Business Information	char(1)	yn	Indicates whether this record contained Confidential Business Information (CBI) which has been erased by EPA from the public version of the data.	0
rmp_execsum	rmp_id	RMP ID	int(11)	id	The unique ID for each RMP submission.	0
rmp_execsum	execsum	Executive Summary	mediumtext	nl2br	The executive summary of an RMP submission.	92.072882460422
rmp_facility	facility_id	Facility ID	char(12)		A unique ID for each facility.	0
rmp_facility	facility_name	Facility Name	varchar(250)		The name of the facility.	0
rmp_facility	marplot_id	MARPLOT ID	varchar(16)		The ID for the facility within the MARPLOT software package.	100
rmp_facility	cameo_id	CAMEO ID	varchar(10)		The ID for the facility within the CAMEO software package.	100
rmp_facility	rmp_id	RMP ID	bigint(20)	id	The unique ID for each RMP submission.	0
rmp_facility	street_1	Street Address Line 1	varchar(50)		The first line of the street address of the physical location of the facility.	0
rmp_facility	street_2	Street Address Line 2	varchar(35)		The second line of the street address of the physical location of the facility.	91.011954543218
rmp_facility	city	City	varchar(19)		The city in which the facility is physically located.	0
rmp_facility	state	State	char(2)	code:S:long:alldb.all_state_cd:state:state_tr	The postal abbreviation for the U.S. state in which the facility is physically located.	0
rmp_facility	zip	Zip Code	varchar(5)		The Zip code within the address for the physical location of the facility.	0
rmp_facility	zip_ext	Zip Code Extension	varchar(4)		The extension (to 9 digits) of the Zip code within the address of the physical location of the facility.	82.319082993063
rmp_facility	county_fips	County FIPS Code	varchar(5)		The FIPS code for the county in which the facility is located.	0
rmp_facility	num_registrations	EPA Number of Registrations	int(11)		The number of registrations for this facility, as counted by EPA.	0
rmp_facility	latitude_dec	Latitude	char(10)		The latitude of the facility in decimal degrees.	0
rmp_facility	longitude_dec	Longitude	char(11)		The longitude of the facility in decimal degrees.	0
rmp_facility	num_registration	Number of RMP Submissions	int(11)		The number of registrations (RMP submissions) for this facility.	0
rmp_facility	sub_type	Submission Type	char(1)	code:n:short:rmp_subtype	The type of the most recent RMP submission for this facility.	0
rmp_facility	sub_date	Submission Date	date		The date of the most recent RMP submission for this facility.	0
rmp_facility	exec_type	Executive Summary Type	char(1)	code:n:short:rmp_execsum	The type of executive summary (e.g. whether it is good or not) in the most recent RMP submission for this facility.	0
rmp_facility	execsum_rmp_id	Exec Summary RMP ID	int(11)		The RMP ID of the most recent submission for this facility that has a useable executive summary.	0
rmp_facility	exec_sub_type	Exec Summary Submission Type	char(1)		The type of submission for the most recent submission for this facility that has a useable executive summary.	0
rmp_facility	exec_sub_date	Exec Summary Submission Date	date		The submission date of the most recent submission for this facility that has a useable executive summary.	0
rmp_facility	deregistration_date	Deregistration Date	date		The date on which this facility was deregistered from the RMP database (i.e., no longer has processes with potential off-site consequences).	60.613961725783
rmp_facility	dereg_effect_date	Deregistration Effective Date	date		The date on which the change in processes leading to deregistration actually occured.	60.613961725783
rmp_facility	parent	Parent Company	varchar(50)		The parent company that owns at least 50% of the voting stock of the company that owns the facility.	27.077286367885
rmp_facility	parent_2	Second Parent Company	varchar(50)		If the facility is owned by a 50/50 joint venture, the name of the second parent company.	88.778471983077
rmp_facility	operator_name	Owner or Operator Name	varchar(35)		The name of the owner or operator of the facility.	0
rmp_facility	operator_city	Owner or Operator City	varchar(20)		The city in the mailing address of the owner or operator.	0
rmp_facility	operator_state	Owner or Operator State	char(2)	code:S:long:alldb.all_state_cd:state:state_tr	The postal abbreviation for the state in the mailing address of the owner or operator.	0.40832390416687
rmp_facility	operator_zip	Owner or Operator Zip	char(5)		The 5-digit Zip code in the mailing address of the owner or operator.	0.40832390416687
rmp_facility	province	Owner or Operator Province	varchar(35)		The foreign province in the mailing address of the owner or operator.	99.591676095833
rmp_facility	county	County	varchar(60)		A translation of the county FIPS code for the county that the facility is located in.	0.0098391302208885
rmp_facility	country	Country	varchar(50)		A translation of the foreign country code.	99.586756530723
rmp_facility	sub_reason	Reason For Submission	char(3)	code:n:long:rmp_submit_cd:submit:submit_tr	A code indicating the reason for submission.	24.351847296699
rmp_facility	dereg_reason	Deregistration Reason	char(2)	code:n:long:rmp_dereg_cd:dereg:dereg_tr	A code indicating the reason for deregistration of the facility.	67.840802873026
rmp_facility	dereg_other	Deregistration Reason (Other)	varchar(80)		Text describing a non-standard reason for deregistration of the facility.	95.095193584887
rmp_facility	toxic_tot	Process Toxic Amount Total (lbs)	double		The total amount of toxic chemicals held in the facility's processes.	15.550745314114
rmp_facility	flam_tot	Process Flammable Amount Total (lbs)	double		The total amount of flammable chemicals held in the facility's processes.	80.769419983273
rmp_facility	quantity_tot	Process Amount Total (lbs)	double		The total amount of RMP regulated chemicals held in the facility's processes.	0.073793476656664
rmp_facility	num_proc_23	Number of Potential Offsite Consequence Processes	int(11)		The number of processes at the facility in Program 2 or 3 (i.e. with potential off-site consequences).	5.9625129138584
rmp_facility	toxic_tot_23	Potential Offsite Consequence Toxic Amount Total (lbs)	double		The total amount of toxic chemical held in Program 2 or 3 processes (i.e. with potential off-site consequences).	17.16928223545
rmp_facility	flam_tot_23	Potential Offsite Consequence Flammable Amount Total (lbs)	double		The total amount of flammable chemical held in Program 2 or 3 processes (i.e. with potential off-site consequences).	85.38397205687
rmp_facility	quantity_tot_23	Potential Offsite Consequence Amount Total (lbs)	double		The total amount of RMP chemicals held in Program 2 or 3 processes (i.e. with potential off-site consequences).	6.0117085649629
rmp_facility	all_naics	All Process NAICS	varchar(100)		All NAICS codes for all of the facility's processes, separated by spaces.	0.0049195651104442
rmp_facility	sortid_1	Sortid 1	int(11)	id	A unique ID for facilities sorted by name.	0
rmp_facility	sortid_2	Sortid 2	int(11)	id	A unique ID for facilities sorted by state and name.	0
rmp_facility	sortid_3	Sortid 3	int(11)	id	A unique ID for facilities sorted by descending amount.	0
rmp_facility	deregistration_yn	Deregistered (Yes/No)	char(1)	yn	Indicates whether the facility has deregistered from RMP.  Field added by RTK NET.	0
rmp_facility	num_fte	Number of Full Time Employees	int(11)		The number of full-time equivalent employees working at the site (part-time employees add fractions).	8.5108476410685
rmp_facility	num_accident	Number of RMP Accidents	int(11)		The number of accident records (i.e. accidents reported within the RMP database) for this submission.	93.781669700398
rmp_facility	acc_flam_tot	RMP Accident Flammable Total (lbs)	double		The total amount of flammable chemicals released in accidents listed in the submission.	98.883258719929
